anchor_start,anchor_end,cause_start,cause_end,modifier,raw_line
I889,I889,U099,U109,,U099 - U109
I889,I889,U129,U129,,U129
I889,I889,Y400,Y599,,Y400 - Y599
I889,I889,Y848,Y848,,Y848
I890,I890,A1690,A1690,,A1690
I890,I890,A182,A182,,A182
I890,I890,A184,A184,,A184
I890,I890,A281,A281,,A281
I890,I890,A400,A409,,A400 - A409
I890,I890,A500,A539,,A500 - A539
I890,I890,B200,B24,,B200 - B24
I890,I890,B350,B484,,B350 - B484
I890,I890,B487,B49,,B487 - B49
I890,I890,B72,B749,,B72  - B749
I890,I890,B908,B909,,B908 - B909
I890,I890,B948,B948,,B948
I890,I890,C000,D489,,C000 - D489
I890,I890,D869,D869,,D869
I890,I890,G000,G09,,G000 - G09
I890,I890,I800,I809,,I800 - I809
I890,I890,I830,I839,,I830 - I839
I890,I890,I890,I899,,I890 - I899
I890,I890,I972,I972,,I972
I890,I890,L020,L039,,L020 - L039
I890,I890,L890,L899,,L890 - L899
I890,I890,L97,L97,,L97
I890,I890,L984,L984,,L984
I890,I890,Q260,Q269,,Q260 - Q269
I890,I890,Q442,Q442,,Q442
I890,I890,R75,R75,,R75
I890,I890,T66,T66,,T66
I890,I890,U070,U072,,U070 - U072
I890,I890,U099,U109,,U099 - U109
I890,I890,U129,U129,,U129
I890,I890,W88,W91,,W88  - W91
I890,I890,Y400,Y599,,Y400 - Y599
I890,I890,Y632,Y633,,Y632 - Y633
I890,I890,Y780,Y788,,Y780 - Y788
I890,I890,Y836,Y836,,Y836
I890,I890,Y842,Y842,,Y842
I890,I890,Y882,Y883,,Y882 - Y883
I891,I891,A1690,A1690,,A1690
I891,I891,A182,A182,,A182
I891,I891,A184,A184,,A184
I891,I891,A281,A281,,A281
I891,I891,A400,A409,,A400 - A409
I891,I891,A500,A539,,A500 - A539
I891,I891,B200,B24,,B200 - B24
I891,I891,B350,B484,,B350 - B484
I891,I891,B487,B49,,B487 - B49
I891,I891,B72,B749,,B72  - B749
I891,I891,B908,B909,,B908 - B909
I891,I891,B948,B948,,B948
I891,I891,C000,D489,,C000 - D489
I891,I891,D869,D869,,D869
I891,I891,G000,G09,,G000 - G09
I891,I891,I800,I809,,I800 - I809
I891,I891,I830,I839,,I830 - I839
I891,I891,I890,I899,,I890 - I899
I891,I891,I972,I972,,I972
I891,I891,L020,L039,,L020 - L039
I891,I891,L890,L899,,L890 - L899
I891,I891,L97,L97,,L97
I891,I891,L984,L984,,L984
I891,I891,R75,R75,,R75
I891,I891,T66,T66,,T66
I891,I891,U070,U072,,U070 - U072
I891,I891,U099,U109,,U099 - U109
I891,I891,U129,U129,,U129
I891,I891,W88,W91,,W88  - W91
I891,I891,Y400,Y599,,Y400 - Y599
I891,I891,Y632,Y633,,Y632 - Y633
I891,I891,Y780,Y788,,Y780 - Y788
I891,I891,Y836,Y836,,Y836
I891,I891,Y842,Y842,,Y842
I891,I891,Y882,Y883,,Y882 - Y883
I898,I898,A1690,A1690,,A1690
I898,I898,A182,A182,,A182
I898,I898,A184,A184,,A184
I898,I898,A281,A281,,A281
I898,I898,A400,A409,,A400 - A409
I898,I898,A500,A539,,A500 - A539
I898,I898,B200,B24,,B200 - B24
I898,I898,B350,B484,,B350 - B484
I898,I898,B487,B49,,B487 - B49
I898,I898,B72,B749,,B72  - B749
I898,I898,B908,B909,,B908 - B909
I898,I898,B948,B948,,B948
I898,I898,C000,D489,,C000 - D489
I898,I898,D869,D869,,D869
I898,I898,G000,G09,,G000 - G09
I898,I898,I800,I809,,I800 - I809
I898,I898,I830,I839,,I830 - I839
I898,I898,I871,I871,,I871
I898,I898,I890,I899,,I890 - I899
I898,I898,I972,I972,,I972
I898,I898,L020,L039,,L020 - L039
I898,I898,L890,L899,,L890 - L899
I898,I898,L97,L97,,L97
I898,I898,L984,L984,,L984
I898,I898,R75,R75,,R75
I898,I898,T66,T66,,T66
I898,I898,U070,U072,,U070 - U072
I898,I898,U099,U109,,U099 - U109
I898,I898,U129,U129,,U129
I898,I898,W88,W91,,W88  - W91
I898,I898,Y400,Y599,,Y400 - Y599
I898,I898,Y632,Y633,,Y632 - Y633
I898,I898,Y780,Y788,,Y780 - Y788
I898,I898,Y836,Y836,,Y836
I898,I898,Y842,Y842,,Y842
I898,I898,Y882,Y883,,Y882 - Y883
I899,I899,A1690,A1690,,A1690
I899,I899,A182,A182,,A182
I899,I899,A184,A184,,A184
I899,I899,A281,A281,,A281
I899,I899,A400,A409,,A400 - A409
I899,I899,A500,A539,,A500 - A539
I899,I899,B200,B24,,B200 - B24
I899,I899,B350,B484,,B350 - B484
I899,I899,B487,B49,,B487 - B49
I899,I899,B72,B749,,B72  - B749
I899,I899,B908,B909,,B908 - B909
I899,I899,B948,B948,,B948
I899,I899,C000,D489,,C000 - D489
I899,I899,D869,D869,,D869
I899,I899,G000,G09,,G000 - G09
I899,I899,I800,I809,,I800 - I809
I899,I899,I830,I839,,I830 - I839
I899,I899,I890,I899,,I890 - I899
I899,I899,I972,I972,,I972
I899,I899,L020,L039,,L020 - L039
I899,I899,L890,L899,,L890 - L899
I899,I899,L97,L97,,L97
I899,I899,L984,L984,,L984
I899,I899,R75,R75,,R75
I899,I899,T66,T66,,T66
I899,I899,U070,U072,,U070 - U072
I899,I899,U099,U109,,U099 - U109
I899,I899,U129,U129,,U129
I899,I899,W88,W91,,W88  - W91
I899,I899,Y400,Y599,,Y400 - Y599
I899,I899,Y632,Y633,,Y632 - Y633
I899,I899,Y780,Y788,,Y780 - Y788
I899,I899,Y836,Y836,,Y836
I899,I899,Y842,Y842,,Y842
I899,I899,Y882,Y883,,Y882 - Y883
I950,I950,I950,I950,,I950
I950,I950,U099,U109,,U099 - U109
I950,I950,U129,U129,,U129
I951,I951,A000,Q999,,A000 - Q999
I951,I951,R02,R02,,R02
I951,I951,R090,R098,,R090 - R098
I951,I951,R263,R263,,R263
I951,I951,R54,R54,,R54
I951,I951,R58,R5800,,R58  - R5800
I951,I951,R75,R75,,R75
I951,I951,S000,U079,,S000 - U079
I951,I951,U099,U109,,U099 - U109
I951,I951,U129,Y98,,U129 - Y98
I952,I952,I952,I952,,I952
I952,I952,T360,T519,,T360 - T519
I952,I952,T880,T887,,T880 - T887
I952,I952,U070,U072,,U070 - U072
I952,I952,U099,U109,,U099 - U109
I952,I952,U129,U129,,U129
I952,I952,X40,X45,,X40  - X45
I952,I952,X60,X65,,X60  - X65
I952,I952,X85,X85,,X85
I952,I952,Y10,Y15,,Y10  - Y15
I952,I952,Y400,Y599,,Y400 - Y599
I952,I952,Y86,Y872,,Y86  - Y872
I952,I952,Y880,Y880,,Y880
I958,I959,A000,A969,,A000 - A969
I958,I959,A980,G232,,A980 - G232
I958,I959,G238,G834,,G238 - G834
I958,I959,G836,Q999,,G836 - Q999
I958,I959,R02,R02,,R02
I958,I959,R090,R098,,R090 - R098
I958,I959,R54,R54,,R54
I958,I959,R58,R5800,,R58  - R5800
I958,I959,R75,R75,,R75
I958,I959,S000,U079,,S000 - U079
I958,I959,U099,U109,,U099 - U109
I958,I959,U129,Y98,,U129 - Y98
I970,I971,A000,U079,,A000 - U079
I970,I971,U099,U109,,U099 - U109
I970,I971,U129,Y882,,U129 - Y882
I970,I971,Y883,Y883,,Y883
I970,I971,Y890,Y98,,Y890 - Y98
I972,I972,A000,U079,,A000 - U079
I972,I972,U099,U109,,U099 - U109
I972,I972,U129,Y835,,U129 - Y835
I972,I972,Y836,Y839,,Y836 - Y839
I972,I972,Y840,Y882,,Y840 - Y882
I972,I972,Y883,Y883,,Y883
I972,I972,Y890,Y98,,Y890 - Y98
I978,I978,A000,U079,,A000 - U079
I978,I978,U099,U109,,U099 - U109
I978,I978,U129,Y98,,U129 - Y98
I979,I979,A000,I979,,A000 - I979
I979,I979,I99,U079,,I99  - U079
I979,I979,U099,U109,,U099 - U109
I979,I979,U129,Y98,,U129 - Y98
I980,I980,I980,I980,,I980
I980,I980,U129,U129,,U129
I981,I981,I981,I981,,I981
I981,I981,U129,U129,,U129
I982,I982,I982,I982,,I982
I982,I982,U129,U129,,U129
I983,I983,I983,I983,,I983
I983,I983,U129,U129,,U129
I988,I988,I988,I988,,I988
I988,I988,U129,U129,,U129
I99,J069,A000,R002,,A000 - R002
I99,J069,R008,R961,,R008 - R961
I99,J069,R98,U079,,R98  - U079
I99,J069,U099,U109,,U099 - U109
I99,J069,U129,Y98,,U129 - Y98
J09,J09,J09,J09,,J09
J09,J09,U071,U072,,U071 - U072
J09,J09,U099,U109,,U099 - U109
J09,J09,U129,U129,,U129
J100,J118,J09,J118,,J09  - J118
J100,J118,U071,U072,,U071 - U072
J100,J118,U099,U109,,U099 - U109
J100,J118,U129,U129,,U129
J120,J157,A000,R002,,A000 - R002
J120,J157,R008,R961,,R008 - R961
J120,J157,R98,U079,,R98  - U079
J120,J157,U099,U109,,U099 - U109
J120,J157,U129,Y98,,U129 - Y98
J158,J158,A000,R002,,A000 - R002
J158,J158,R008,R961,,R008 - R961
J158,J158,R98,S889,,R98  - S889
J158,J158,S897,S899,,S897 - S899
J158,J158,S900,U079,,S900 - U079
J158,J158,U099,U109,,U099 - U109
J158,J158,U129,Y98,,U129 - Y98
J159,J168,A000,R002,,A000 - R002
J159,J168,R008,R961,,R008 - R961
J159,J168,R98,U079,,R98  - U079
J159,J168,U099,U109,,U099 - U109
J159,J168,U129,Y98,,U129 - Y98
J170,J170,D45,D469,,D45  - D469
J170,J170,D70,D70,,D70
J170,J170,D800,D849,,D800 - D849
J170,J170,D890,D899,,D890 - D899
J170,J170,J170,J170,,J170
J170,J170,M300,M319,,M300 - M319
J170,J170,T451,T451,,T451
J170,J170,U070,U072,,U070 - U072
J170,J170,U099,U109,,U099 - U109
J170,J170,U129,U129,,U129
J171,J171,D45,D469,,D45  - D469
J171,J171,D70,D70,,D70
J171,J171,D800,D849,,D800 - D849
J171,J171,D890,D899,,D890 - D899
J171,J171,J171,J171,,J171
J171,J171,M300,M319,,M300 - M319
J171,J171,T451,T451,,T451
J171,J171,U070,U072,,U070 - U072
J171,J171,U099,U109,,U099 - U109
J171,J171,U129,U129,,U129
J172,J172,D45,D469,,D45  - D469
J172,J172,D70,D70,,D70
J172,J172,D800,D849,,D800 - D849
J172,J172,D890,D899,,D890 - D899
J172,J172,J172,J172,,J172
J172,J172,M300,M319,,M300 - M319
J172,J172,T451,T451,,T451
J172,J172,U070,U072,,U070 - U072
J172,J172,U099,U109,,U099 - U109
J172,J172,U129,U129,,U129
J173,J173,D45,D469,,D45  - D469
J173,J173,D70,D70,,D70
J173,J173,D800,D849,,D800 - D849
J173,J173,D890,D899,,D890 - D899
J173,J173,J173,J173,,J173
J173,J173,M300,M319,,M300 - M319
J173,J173,T451,T451,,T451
J173,J173,U070,U072,,U070 - U072
J173,J173,U099,U109,,U099 - U109
J173,J173,U129,U129,,U129
J178,J178,D45,D469,,D45  - D469
J178,J178,D70,D70,,D70
J178,J178,D800,D849,,D800 - D849
J178,J178,D890,D899,,D890 - D899
J178,J178,J178,J178,,J178
J178,J178,M300,M319,,M300 - M319
J178,J178,T451,T451,,T451
J178,J178,U070,U072,,U070 - U072
J178,J178,U099,U109,,U099 - U109
J178,J178,U129,U129,,U129
J180,J22,A000,R002,,A000 - R002
J180,J22,R008,R961,,R008 - R961
J180,J22,R98,U079,,R98  - U079
J180,J22,U099,U109,,U099 - U109
J180,J22,U129,Y98,,U129 - Y98
J300,J304,A429,A429,,A429
J300,J304,A439,A439,,A439
J300,J304,E840,E849,,E840 - E849
J300,J304,E859,E859,,E859
J300,J304,J300,J304,,J300 - J304
J300,J304,T780,T789,,T780 - T789
J300,J304,T885,T887,,T885 - T887
J300,J304,U070,U072,,U070 - U072
J300,J304,U099,U109,,U099 - U109
J300,J304,U129,U129,,U129
J310,J310,A164,A164,,A164
J310,J310,A168,A168,,A168
J310,J310,A1690,A1690,,A1690
J310,J310,A360,A369,,A360 - A369
J310,J310,A429,A429,,A429
J310,J310,A439,A439,,A439
J310,J310,A502,A502,,A502
J310,J310,A509,A509,,A509
J310,J310,A527,A527,,A527
J310,J310,A539,A539,,A539
J310,J310,B200,B24,,B200 - B24
J310,J310,B650,B659,,B650 - B659
J310,J310,E840,E849,,E840 - E849
J310,J310,E859,E859,,E859
J310,J310,F100,F109,,F100 - F109
J310,J310,F170,F172,,F170 - F172
J310,J310,F179,F179,,F179
J310,J310,F190,F190,,F190
J310,J310,J00,J989,,J00  - J989
J310,J310,K040,K069,,K040 - K069
J310,J310,K102,K103,,K102 - K103
J310,J310,R75,R75,,R75
J310,J310,T360,T659,,T360 - T659
J310,J310,T97,T97,,T97
J310,J310,U070,U072,,U070 - U072
J310,J310,U099,U109,,U099 - U109
J310,J310,U129,U129,,U129
J310,J310,X44,X49,,X44  - X49
J310,J310,X65,X65,,X65
J310,J310,Y15,Y15,,Y15
J310,J310,Y86,Y872,,Y86  - Y872
J311,J311,A164,A164,,A164
J311,J311,A168,A168,,A168
J311,J311,A1690,A1690,,A1690
J311,J311,A360,A369,,A360 - A369
J311,J311,A429,A429,,A429
J311,J311,A439,A439,,A439
J311,J311,A527,A527,,A527
J311,J311,A539,A539,,A539
J311,J311,B200,B24,,B200 - B24
J311,J311,B650,B659,,B650 - B659
J311,J311,E840,E849,,E840 - E849
J311,J311,E859,E859,,E859
J311,J311,F100,F109,,F100 - F109
J311,J311,F170,F172,,F170 - F172
J311,J311,F179,F179,,F179
J311,J311,F190,F190,,F190
J311,J311,J00,J989,,J00  - J989
J311,J311,K040,K069,,K040 - K069
J311,J311,K102,K103,,K102 - K103
J311,J311,R75,R75,,R75
J311,J311,T360,T659,,T360 - T659
J311,J311,T97,T97,,T97
J311,J311,U070,U072,,U070 - U072
J311,J311,U099,U109,,U099 - U109
J311,J311,U129,U129,,U129
J311,J311,X44,X49,,X44  - X49
J311,J311,X65,X65,,X65
J311,J311,Y15,Y15,,Y15
J311,J311,Y86,Y872,,Y86  - Y872
J312,J312,A164,A164,,A164
J312,J312,A168,A168,,A168
J312,J312,A1690,A1690,,A1690
J312,J312,A360,A369,,A360 - A369
J312,J312,A429,A429,,A429
J312,J312,A439,A439,,A439
J312,J312,A509,A509,,A509
J312,J312,A527,A527,,A527
J312,J312,A539,A539,,A539
J312,J312,B200,B24,,B200 - B24
J312,J312,B650,B659,,B650 - B659
J312,J312,E840,E849,,E840 - E849
J312,J312,E859,E859,,E859
J312,J312,F100,F109,,F100 - F109
J312,J312,F170,F172,,F170 - F172
J312,J312,F179,F179,,F179
J312,J312,F190,F190,,F190
J312,J312,J00,J989,,J00  - J989
J312,J312,K040,K069,,K040 - K069
J312,J312,K102,K103,,K102 - K103
J312,J312,R75,R75,,R75
J312,J312,T360,T659,,T360 - T659
J312,J312,T97,T97,,T97
J312,J312,U070,U072,,U070 - U072
J312,J312,U099,U109,,U099 - U109
J312,J312,U129,U129,,U129
J312,J312,X44,X49,,X44  - X49
J312,J312,X65,X65,,X65
J312,J312,Y15,Y15,,Y15
J312,J312,Y86,Y872,,Y86  - Y872
J320,J329,A164,A164,,A164
J320,J329,A168,A168,,A168
J320,J329,A1690,A1690,,A1690
J320,J329,A429,A429,,A429
J320,J329,A439,A439,,A439
J320,J329,A527,A527,,A527
J320,J329,A539,A539,,A539
J320,J329,B200,B24,,B200 - B24
J320,J329,B420,B484,,B420 - B484
J320,J329,B487,B49,,B487 - B49
J320,J329,E840,E849,,E840 - E849
J320,J329,E859,E859,,E859
J320,J329,J00,J118,,J00  - J118
J320,J329,J300,J399,,J300 - J399
J320,J329,J682,J682,,J682
J320,J329,K040,K069,,K040 - K069
J320,J329,K102,K103,,K102 - K103
J320,J329,R75,R75,,R75
J320,J329,T701,T702,,T701 - T702
J320,J329,U070,U072,,U070 - U072
J320,J329,U099,U109,,U099 - U109
J320,J329,U129,U129,,U129
J320,J329,W94,W94,,W94
J320,J329,Y86,Y86,,Y86
J330,J339,A429,A429,,A429
J330,J339,A439,A439,,A439
J330,J339,C300,C319,,C300 - C319
J330,J339,C783,C783,,C783
J330,J339,E840,E849,,E840 - E849
J330,J339,E859,E859,,E859
J330,J339,J00,J069,,J00  - J069
J330,J339,J300,J399,,J300 - J399
J330,J339,J682,J682,,J682
J330,J339,U070,U072,,U070 - U072
J330,J339,U099,U109,,U099 - U109
J330,J339,U129,U129,,U129
J340,J341,A429,A429,,A429
J340,J341,A439,A439,,A439
J340,J341,B200,B24,,B200 - B24
J340,J341,C000,D489,,C000 - D489
J340,J341,E840,E849,,E840 - E849
J340,J341,E859,E859,,E859
J340,J341,J00,J069,,J00  - J069
J340,J341,J300,J399,,J300 - J399
J340,J341,J682,J682,,J682
J340,J341,J989,J989,,J989
J340,J341,R75,R75,,R75
J340,J341,U070,U072,,U070 - U072
J340,J341,U099,U109,,U099 - U109
J340,J341,U129,U129,,U129
J342,J342,A429,A429,,A429
J342,J342,A439,A439,,A439
J342,J342,B200,B24,,B200 - B24
J342,J342,E840,E849,,E840 - E849
J342,J342,E859,E859,,E859
J342,J342,J342,J342,,J342
J342,J342,R75,R75,,R75
J342,J342,U070,U072,,U070 - U072
J342,J342,U099,U109,,U099 - U109
J342,J342,U129,U129,,U129
J343,J343,A429,A429,,A429
J343,J343,A439,A439,,A439
J343,J343,B200,B24,,B200 - B24
J343,J343,C000,D489,,C000 - D489
J343,J343,E840,E849,,E840 - E849
J343,J343,E859,E859,,E859
J343,J343,J300,J399,,J300 - J399
J343,J343,J682,J682,,J682
J343,J343,R75,R75,,R75
J343,J343,U070,U072,,U070 - U072
J343,J343,U099,U109,,U099 - U109
J343,J343,U129,U129,,U129
J348,J348,A429,A429,,A429
J348,J348,A439,A439,,A439
J348,J348,A509,A509,,A509
J348,J348,A539,A539,,A539
J348,J348,B200,B24,,B200 - B24
J348,J348,C000,D489,,C000 - D489
J348,J348,E840,E849,,E840 - E849
J348,J348,E859,E859,,E859
J348,J348,J00,J069,,J00  - J069
J348,J348,J300,J399,,J300 - J399
J348,J348,J682,J682,,J682
J348,J348,J989,J989,,J989
J348,J348,R75,R75,,R75
J348,J348,U070,U072,,U070 - U072
J348,J348,U099,U109,,U099 - U109
J348,J348,U129,U129,,U129
J350,J350,A429,A429,,A429
J350,J350,A439,A439,,A439
J350,J350,B200,B24,,B200 - B24
J350,J350,E840,E849,,E840 - E849
J350,J350,E859,E859,,E859
J350,J350,J020,J039,,J020 - J039
J350,J350,J320,J329,,J320 - J329
J350,J350,J350,J350,,J350
J350,J350,R75,R75,,R75
J350,J350,U070,U072,,U070 - U072
J350,J350,U099,U109,,U099 - U109
J350,J350,U129,U129,,U129
J351,J353,A429,A429,,A429
J351,J353,A439,A439,,A439
J351,J353,B200,B24,,B200 - B24
J351,J353,E840,E849,,E840 - E849
J351,J353,E859,E859,,E859
J351,J353,J020,J039,,J020 - J039
J351,J353,J320,J329,,J320 - J329
J351,J353,J351,J353,,J351 - J353
J351,J353,R75,R75,,R75
J351,J353,U070,U072,,U070 - U072
J351,J353,U099,U109,,U099 - U109
J351,J353,U129,U129,,U129
J358,J358,A360,A369,,A360 - A369
J358,J358,A429,A429,,A429
J358,J358,A439,A439,,A439
J358,J358,A513,A513,,A513
J358,J358,A539,A539,,A539
J358,J358,B200,B24,,B200 - B24
J358,J358,C090,C109,,C090 - C109
J358,J358,C111,C111,,C111
J358,J358,C798,C798,,C798
J358,J358,D000,D000,,D000
J358,J358,D370,D370,,D370
J358,J358,E840,E849,,E840 - E849
J358,J358,E859,E859,,E859
J358,J358,J010,J039,,J010 - J039
J358,J358,J320,J329,,J320 - J329
J358,J358,J358,J358,,J358
J358,J358,R75,R75,,R75
J358,J358,T455,T455,,T455
J358,J358,T457,T457,,T457
J358,J358,U070,U072,,U070 - U072
J358,J358,U099,U109,,U099 - U109
J358,J358,U129,U129,,U129
J358,J358,X44,X44,,X44
J358,J358,X64,X64,,X64
J358,J358,Y14,Y14,,Y14
J359,J359,A429,A429,,A429
J359,J359,A439,A439,,A439
J359,J359,B200,B24,,B200 - B24
J359,J359,E840,E849,,E840 - E849
J359,J359,E859,E859,,E859
J359,J359,J010,J039,,J010 - J039
J359,J359,J320,J329,,J320 - J329
J359,J359,J359,J359,,J359
J359,J359,R75,R75,,R75
J359,J359,U070,U072,,U070 - U072
J359,J359,U099,U109,,U099 - U109
J359,J359,U129,U129,,U129
J36,J36,A164,A164,,A164
J36,J36,A168,A168,,A168
J36,J36,A1690,A1690,,A1690
J36,J36,A360,A38,,A360 - A38
J36,J36,A429,A429,,A429
J36,J36,A439,A439,,A439
J36,J36,B200,B24,,B200 - B24
J36,J36,B270,B279,,B270 - B279
J36,J36,E320,E329,,E320 - E329
J36,J36,E840,E849,,E840 - E849
J36,J36,E859,E859,,E859
J36,J36,J00,J189,,J00  - J189
J36,J36,J350,J36,,J350 - J36
J36,J36,J682,J682,,J682
J36,J36,R75,R75,,R75
J36,J36,U070,U072,,U070 - U072
J36,J36,U099,U109,,U099 - U109
J36,J36,U129,U129,,U129
J370,J371,A150,A1690,,A150 - A1690
J370,J371,A300,A309,,A300 - A309
J370,J371,A429,A429,,A429
J370,J371,A439,A439,,A439
J370,J371,A500,A539,,A500 - A539
J370,J371,B200,B24,,B200 - B24
J370,J371,B390,B399,,B390 - B399
J370,J371,E840,E849,,E840 - E849
J370,J371,E859,E859,,E859
J370,J371,J00,J399,,J00  - J399
J370,J371,J60,J709,,J60  - J709
J370,J371,J987,J987,,J987
J370,J371,R75,R75,,R75
J370,J371,T360,T659,,T360 - T659
J370,J371,U070,U072,,U070 - U072
J370,J371,U099,U109,,U099 - U109
J370,J371,U129,U129,,U129
J370,J371,X44,X49,,X44  - X49
J370,J371,Y86,Y86,,Y86
J380,J380,A360,A369,,A360 - A369
J380,J380,A429,A429,,A429
J380,J380,A439,A439,,A439
J380,J380,A521,A523,,A521 - A523
J380,J380,A800,A809,,A800 - A809
J380,J380,B200,B24,,B200 - B24
J380,J380,C000,D489,,C000 - D489
J380,J380,D898,E079,,D898 - E079
J380,J380,E233,E233,,E233
J380,J380,E320,E329,,E320 - E329
J380,J380,E65,E68,,E65  - E68
J380,J380,E713,E713,,E713
J380,J380,E750,E779,,E750 - E779
J380,J380,E790,E807,,E790 - E807
J380,J380,E840,E859,,E840 - E859
J380,J380,E880,E890,,E880 - E890
J380,J380,E898,F519,,E898 - F519
J380,J380,F530,F629,,F530 - F629
J380,J380,F633,F633,,F633
J380,J380,F640,F800,,F640 - F800
J380,J380,F808,F808,,F808
J380,J380,F840,F849,,F840 - F849
J380,J380,F930,F930,,F930
J380,J380,F940,G459,,F940 - G459
J380,J380,G473,G478,,G473 - G478
J380,J380,G510,G510,,G510
J380,J380,G514,G518,,G514 - G518
J380,J380,G527,G527,,G527
J380,J380,G588,G600,,G588 - G600
J380,J380,G608,G608,,G608
J380,J380,G629,G629,,G629
J380,J380,G710,G712,,G710 - G712
J380,J380,G800,G904,,G800 - G904
J380,J380,G908,G969,,G908 - G969
J380,J380,G971,G971,,G971
J380,J380,G98,G98,,G98
J380,J380,I020,I029,,I020 - I029
J380,J380,I600,I698,,I600 - I698
J380,J380,I772,I772,,I772
J380,J380,I99,J989,,I99  - J989
J380,J380,M890,M890,,M890
J380,J380,N312,N319,,N312 - N319
J380,J380,P579,P579,,P579
J380,J380,Q000,Q159,,Q000 - Q159
J380,J380,Q180,Q189,,Q180 - Q189
J380,J380,Q300,Q459,,Q300 - Q459
J380,J380,Q670,Q675,,Q670 - Q675
J380,J380,Q678,Q680,,Q678 - Q680
J380,J380,Q740,Q740,,Q740
J380,J380,Q742,Q742,,Q742
J380,J380,Q750,Q799,,Q750 - Q799
J380,J380,Q851,Q999,,Q851 - Q999
J380,J380,R220,R221,,R220 - R221
J380,J380,R400,R402,,R400 - R402
J380,J380,R418,R418,,R418
J380,J380,R440,R440,,R440
J380,J380,R442,R443,,R442 - R443
J380,J380,R455,R456,,R455 - R456
J380,J380,R502,R509,,R502 - R509
J380,J380,R54,R568,,R54  - R568
J380,J380,R579,R579,,R579
J380,J380,R75,R75,,R75
J380,J380,R838,R838,,R838
J380,J380,R900,R900,,R900
J380,J380,S000,U079,,S000 - U079
J380,J380,U099,U109,,U099 - U109
J380,J380,U129,Y98,,U129 - Y98
J381,J381,A429,A429,,A429
J381,J381,A439,A439,,A439
J381,J381,B200,B24,,B200 - B24
J381,J381,C000,D489,,C000 - D489
J381,J381,E840,E849,,E840 - E849
J381,J381,E859,E859,,E859
J381,J381,J09,J189,,J09  - J189
J381,J381,J300,J399,,J300 - J399
J381,J381,J60,J709,,J60  - J709
J381,J381,J988,J989,,J988 - J989
J381,J381,R75,R75,,R75
J381,J381,U070,U072,,U070 - U072
J381,J381,U099,U109,,U099 - U109
J381,J381,U129,U129,,U129
J382,J383,A429,A429,,A429
J382,J383,A439,A439,,A439
J382,J383,B200,B24,,B200 - B24
J382,J383,C000,D489,,C000 - D489
J382,J383,E840,E849,,E840 - E849
J382,J383,E859,E859,,E859
J382,J383,J040,J189,,J040 - J189
J382,J383,J300,J399,,J300 - J399
J382,J383,J60,J709,,J60  - J709
J382,J383,J988,J989,,J988 - J989
J382,J383,R75,R75,,R75
J382,J383,U070,U072,,U070 - U072
J382,J383,U099,U109,,U099 - U109
J382,J383,U129,U129,,U129
J384,J387,A000,F29,,A000 - F29
J384,J387,F320,F509,,F320 - F509
J384,J387,F525,F526,,F525 - F526
J384,J387,F530,F54,,F530 - F54
J384,J387,F59,F59,,F59
J384,J387,F603,F603,,F603
J384,J387,F633,F633,,F633
J384,J387,F680,F680,,F680
J384,J387,F70,F800,,F70  - F800
J384,J387,F808,F808,,F808
J384,J387,F840,F849,,F840 - F849
J384,J387,F930,F930,,F930
J384,J387,F940,F940,,F940
J384,J387,F942,F942,,F942
J384,J387,F982,F982,,F982
J384,J387,F984,F984,,F984
J384,J387,F988,H519,,F988 - H519
J384,J387,H55,H739,,H55  - H739
J384,J387,H920,K069,,H920 - K069
J384,J387,K090,L00,,K090 - L00
J384,J387,L011,L081,,L011 - L081
J384,J387,L089,L109,,L089 - L109
J384,J387,L120,L138,,L120 - L138
J384,J387,L200,L279,,L200 - L279
J384,J387,L300,L300,,L300
J384,J387,L302,L303,,L302 - L303
J384,J387,L305,L42,,L305 - L42
J384,J387,L510,L569,,L510 - L569
J384,J387,L590,L599,,L590 - L599
J384,J387,L710,L719,,L710 - L719
J384,J387,L88,L899,,L88  - L899
J384,J387,L930,L932,,L930 - L932
J384,J387,L945,L949,,L945 - L949
J384,J387,L97,L97,,L97
J384,J387,M000,N459,,M000 - N459
J384,J387,N480,N96,,N480 - N96
J384,J387,N980,Q999,,N980 - Q999
J384,J387,R02,R02,,R02
J384,J387,R040,R070,,R040 - R070
J384,J387,R090,R098,,R090 - R098
J384,J387,R11,R11,,R11
J384,J387,R13,R13,,R13
J384,J387,R196,R196,,R196
J384,J387,R220,R229,,R220 - R229
J384,J387,R263,R263,,R263
J384,J387,R290,R291,,R290 - R291
J384,J387,R298,R298,,R298
J384,J387,R400,R410,,R400 - R410
J384,J387,R418,R418,,R418
J384,J387,R452,R458,,R452 - R458
J384,J387,R502,R509,,R502 - R509
J384,J387,R53,R5800,,R53  - R5800
J384,J387,R600,R609,,R600 - R609
J384,J387,R620,R630,,R620 - R630
J384,J387,R633,R633,,R633
J384,J387,R64,R64,,R64
J384,J387,R688,R688,,R688
J384,J387,R75,R75,,R75
J384,J387,R788,R788,,R788
J384,J387,R798,R798,,R798
J384,J387,R80,R829,,R80  - R829
J384,J387,R900,R900,,R900
J384,J387,S000,U079,,S000 - U079
J384,J387,U099,U109,,U099 - U109
J384,J387,U129,Y98,,U129 - Y98
J390,J390,A164,A164,,A164
J390,J390,A168,A168,,A168
J390,J390,A1690,A1690,,A1690
J390,J390,A369,A369,,A369
