anchor_start,anchor_end,cause_start,cause_end,modifier,raw_line
I776,I776,D761,D899,,D761 - D899
I776,I776,E100,E899,,E100 - E899
I776,I776,F106,F106,,F106
I776,I776,I00,I99,,I00  - I99
I776,I776,M050,M139,,M050 - M139
I776,I776,M300,M359,,M300 - M359
I776,I776,N000,N399,,N000 - N399
I776,I776,Q200,Q289,,Q200 - Q289
I776,I776,Q600,Q649,,Q600 - Q649
I776,I776,R33,R33,,R33
I776,I776,R54,R54,,R54
I776,I776,R75,R75,,R75
I776,I776,T360,T509,,T360 - T509
I776,I776,U070,U072,,U070 - U072
I776,I776,U099,U109,,U099 - U109
I776,I776,U129,U129,,U129
I776,I776,Y400,Y599,,Y400 - Y599
I778,I779,A500,A539,,A500 - A539
I778,I779,B200,B24,,B200 - B24
I778,I779,C000,C97,,C000 - C97
I778,I779,D448,D448,,D448
I778,I779,D472,D472,,D472
I778,I779,D477,D477,,D477
I778,I779,D761,D899,,D761 - D899
I778,I779,E100,E899,,E100 - E899
I778,I779,I00,I99,,I00  - I99
I778,I779,M000,M199,,M000 - M199
I778,I779,M320,M359,,M320 - M359
I778,I779,N000,N399,,N000 - N399
I778,I779,Q200,Q289,,Q200 - Q289
I778,I779,Q600,Q649,,Q600 - Q649
I778,I779,R33,R33,,R33
I778,I779,R75,R75,,R75
I778,I779,T383,T383,,T383
I778,I779,U070,U072,,U070 - U072
I778,I779,U099,U109,,U099 - U109
I778,I779,U129,U129,,U129
I778,I779,Y423,Y423,,Y423
I780,I780,I700,I709,,I700 - I709
I780,I780,I780,I780,,I780
I780,I780,U070,U072,,U070 - U072
I780,I780,U099,U109,,U099 - U109
I780,I780,U129,U129,,U129
I781,I781,I700,I709,,I700 - I709
I781,I781,I780,I789,,I780 - I789
I781,I781,R270,R270,,R270
I781,I781,U070,U072,,U070 - U072
I781,I781,U099,U109,,U099 - U109
I781,I781,U129,U129,,U129
I788,I788,B200,B24,,B200 - B24
I788,I788,I011,I011,,I011
I788,I788,I020,I020,,I020
I788,I788,I050,I069,,I050 - I069
I788,I788,I080,I089,,I080 - I089
I788,I788,I091,I091,,I091
I788,I788,I330,I359,,I330 - I359
I788,I788,I38,I38,,I38
I788,I788,I423,I424,,I423 - I424
I788,I788,I480,I499,,I480 - I499
I788,I788,I513,I513,,I513
I788,I788,I700,I709,,I700 - I709
I788,I788,I741,I741,,I741
I788,I788,I780,I789,,I780 - I789
I788,I788,I800,I809,,I800 - I809
I788,I788,I821,I829,,I821 - I829
I788,I788,O033,O033,,O033
I788,I788,O038,O038,,O038
I788,I788,O043,O043,,O043
I788,I788,O048,O048,,O048
I788,I788,O053,O053,,O053
I788,I788,O058,O058,,O058
I788,I788,O063,O063,,O063
I788,I788,O068,O068,,O068
I788,I788,O073,O073,,O073
I788,I788,O078,O078,,O078
I788,I788,O087,O087,,O087
I788,I788,O223,O223,,O223
I788,I788,O229,O229,,O229
I788,I788,O600,O849,,O600 - O849
I788,I788,O871,O871,,O871
I788,I788,O879,O879,,O879
I788,I788,O994,O994,,O994
I788,I788,R75,R75,,R75
I788,I788,T455,T455,,T455
I788,I788,T457,T457,,T457
I788,I788,T801,T801,,T801
I788,I788,T817,T817,,T817
I788,I788,T828,T828,,T828
I788,I788,T838,T838,,T838
I788,I788,T848,T848,,T848
I788,I788,T858,T858,,T858
I788,I788,U070,U072,,U070 - U072
I788,I788,U099,U109,,U099 - U109
I788,I788,U129,U129,,U129
I788,I788,X44,X44,,X44
I788,I788,X64,X64,,X64
I788,I788,Y14,Y14,,Y14
I788,I788,Y600,Y849,,Y600 - Y849
I789,I789,B200,B24,,B200 - B24
I789,I789,C000,C97,,C000 - C97
I789,I789,D370,D489,,D370 - D489
I789,I789,I700,I709,,I700 - I709
I789,I789,I780,I789,,I780 - I789
I789,I789,R75,R75,,R75
I789,I789,U070,U072,,U070 - U072
I789,I789,U099,U109,,U099 - U109
I789,I789,U129,U129,,U129
I790,I790,I790,I790,,I790
I790,I790,U070,U072,,U070 - U072
I790,I790,U099,U109,,U099 - U109
I790,I790,U129,U129,,U129
I791,I791,I791,I791,,I791
I791,I791,U070,U072,,U070 - U072
I791,I791,U099,U109,,U099 - U109
I791,I791,U129,U129,,U129
I792,I792,I792,I792,,I792
I792,I792,U070,U072,,U070 - U072
I792,I792,U099,U109,,U099 - U109
I792,I792,U129,U129,,U129
I798,I798,I798,I798,,I798
I798,I798,U070,U072,,U070 - U072
I798,I798,U099,U109,,U099 - U109
I798,I798,U129,U129,,U129
I800,I800,A000,D649,,A000 - D649
I800,I800,D685,D686,,D685 - D686
I800,I800,E000,E899,,E000 - E899
I800,I800,F03,F03,,F03
I800,I800,F100,F169,,F100 - F169
I800,I800,F180,F199,,F180 - F199
I800,I800,F73,F739,,F73  - F739
I800,I800,G35,G35,,G35
I800,I800,I00,I99,,I00  - I99
I800,I800,J09,J989,,J09  - J989
I800,I800,K220,K929,,K220 - K929
I800,I800,L890,L899,,L890 - L899
I800,I800,L97,L97,,L97
I800,I800,L984,L984,,L984
I800,I800,M000,M199,,M000 - M199
I800,I800,M300,M301,,M300 - M301
I800,I800,M478,M478,,M478
I800,I800,M800,M809,,M800 - M809
I800,I800,M840,M849,M,M840 - M849  M
I800,I800,M860,M869,,M860 - M869
I800,I800,N000,N999,,N000 - N999
I800,I800,Q200,Q349,,Q200 - Q349
I800,I800,Q380,Q459,,Q380 - Q459
I800,I800,Q600,Q649,,Q600 - Q649
I800,I800,Q870,Q999,,Q870 - Q999
I800,I800,R02,R02,,R02
I800,I800,R31,R31,,R31
I800,I800,R53,R54,,R53  - R54
I800,I800,R75,R75,,R75
I800,I800,S000,U079,,S000 - U079
I800,I800,U099,U109,,U099 - U109
I800,I800,U129,Y98,,U129 - Y98
I801,I801,A000,D649,,A000 - D649
I801,I801,D685,D686,,D685 - D686
I801,I801,D810,D819,,D810 - D819
I801,I801,D860,D860,,D860
I801,I801,E000,F03,,E000 - F03
I801,I801,F100,F169,,F100 - F169
I801,I801,F180,F199,,F180 - F199
I801,I801,F202,F202,,F202
I801,I801,F322,F323,,F322 - F323
I801,I801,F332,F333,,F332 - F333
I801,I801,F500,F503,,F500 - F503
I801,I801,F505,F509,,F505 - F509
I801,I801,F73,F739,,F73  - F739
I801,I801,G09,G121,,G09  - G121
I801,I801,G1220,G129,,G1220- G129
I801,I801,G2000,G259,,G2000- G259
I801,I801,G300,G319,,G300 - G319
I801,I801,G35,G379,,G35  - G379
I801,I801,G600,G629,,G600 - G629
I801,I801,G64,G835,,G64  - G835
I801,I801,G838,G904,,G838 - G904
I801,I801,G908,G931,,G908 - G931
I801,I801,G934,G939,,G934 - G939
I801,I801,G950,G98,,G950 - G98
I801,I801,I00,I99,,I00  - I99
I801,I801,J09,J989,,J09  - J989
I801,I801,K220,K929,,K220 - K929
I801,I801,L400,L409,,L400 - L409
I801,I801,L890,L899,,L890 - L899
I801,I801,L97,L97,,L97
I801,I801,L984,L984,,L984
I801,I801,M000,M199,,M000 - M199
I801,I801,M300,M301,,M300 - M301
I801,I801,M320,M329,,M320 - M329
I801,I801,M340,M349,,M340 - M349
I801,I801,M410,M435,,M410 - M435
I801,I801,M45,M479,,M45  - M479
I801,I801,M481,M519,,M481 - M519
I801,I801,M610,M619,,M610 - M619
I801,I801,M623,M624,,M623 - M624
I801,I801,M800,M839,,M800 - M839
I801,I801,M840,M849,M,M840 - M849  M
I801,I801,M860,M879,,M860 - M879
I801,I801,M910,M949,,M910 - M949
I801,I801,M960,M969,,M960 - M969
I801,I801,N000,N999,,N000 - N999
I801,I801,P917,P917,,P917
I801,I801,Q000,Q079,,Q000 - Q079
I801,I801,Q200,Q359,,Q200 - Q359
I801,I801,Q370,Q459,,Q370 - Q459
I801,I801,Q600,Q649,,Q600 - Q649
I801,I801,Q710,Q799,,Q710 - Q799
I801,I801,Q850,Q999,,Q850 - Q999
I801,I801,R02,R02,,R02
I801,I801,R263,R263,,R263
I801,I801,R31,R31,,R31
I801,I801,R53,R54,,R53  - R54
I801,I801,R75,R75,,R75
I801,I801,S000,U079,,S000 - U079
I801,I801,U099,U109,,U099 - U109
I801,I801,U129,Y98,,U129 - Y98
I802,I802,A000,D649,,A000 - D649
I802,I802,D685,D686,,D685 - D686
I802,I802,D810,D819,,D810 - D819
I802,I802,D860,D860,,D860
I802,I802,E000,F03,,E000 - F03
I802,I802,F100,F169,,F100 - F169
I802,I802,F180,F199,,F180 - F199
I802,I802,F202,F202,,F202
I802,I802,F322,F323,,F322 - F323
I802,I802,F332,F333,,F332 - F333
I802,I802,F500,F503,,F500 - F503
I802,I802,F505,F509,,F505 - F509
I802,I802,F73,F739,,F73  - F739
I802,I802,G09,G121,,G09  - G121
I802,I802,G1220,G129,,G1220- G129
I802,I802,G2000,G259,,G2000- G259
I802,I802,G300,G319,,G300 - G319
I802,I802,G35,G379,,G35  - G379
I802,I802,G600,G629,,G600 - G629
I802,I802,G64,G835,,G64  - G835
I802,I802,G838,G904,,G838 - G904
I802,I802,G908,G931,,G908 - G931
I802,I802,G934,G939,,G934 - G939
I802,I802,G950,G98,,G950 - G98
I802,I802,I00,I99,,I00  - I99
I802,I802,J09,J989,,J09  - J989
I802,I802,K220,K929,,K220 - K929
I802,I802,L400,L409,,L400 - L409
I802,I802,L890,L899,,L890 - L899
I802,I802,L97,L97,,L97
I802,I802,L984,L984,,L984
I802,I802,M000,M199,,M000 - M199
I802,I802,M300,M301,,M300 - M301
I802,I802,M320,M329,,M320 - M329
I802,I802,M331,M331,,M331
I802,I802,M340,M349,,M340 - M349
I802,I802,M410,M435,,M410 - M435
I802,I802,M45,M479,,M45  - M479
I802,I802,M481,M519,,M481 - M519
I802,I802,M610,M619,,M610 - M619
I802,I802,M623,M624,,M623 - M624
I802,I802,M800,M839,,M800 - M839
I802,I802,M840,M849,M,M840 - M849  M
I802,I802,M860,M879,,M860 - M879
I802,I802,M910,M949,,M910 - M949
I802,I802,M960,M969,,M960 - M969
I802,I802,N000,N999,,N000 - N999
I802,I802,P917,P917,,P917
I802,I802,Q000,Q079,,Q000 - Q079
I802,I802,Q200,Q359,,Q200 - Q359
I802,I802,Q370,Q459,,Q370 - Q459
I802,I802,Q600,Q649,,Q600 - Q649
I802,I802,Q710,Q799,,Q710 - Q799
I802,I802,Q850,Q999,,Q850 - Q999
I802,I802,R02,R02,,R02
I802,I802,R263,R263,,R263
I802,I802,R31,R31,,R31
I802,I802,R53,R54,,R53  - R54
I802,I802,R75,R75,,R75
I802,I802,S000,U079,,S000 - U079
I802,I802,U099,U109,,U099 - U109
I802,I802,U129,Y98,,U129 - Y98
I803,I803,A000,D649,,A000 - D649
I803,I803,D685,D686,,D685 - D686
I803,I803,D810,D819,,D810 - D819
I803,I803,D860,D860,,D860
I803,I803,E000,F03,,E000 - F03
I803,I803,F100,F169,,F100 - F169
I803,I803,F180,F199,,F180 - F199
I803,I803,F202,F202,,F202
I803,I803,F322,F323,,F322 - F323
I803,I803,F332,F333,,F332 - F333
I803,I803,F500,F503,,F500 - F503
I803,I803,F505,F509,,F505 - F509
I803,I803,F73,F739,,F73  - F739
I803,I803,G09,G121,,G09  - G121
I803,I803,G1220,G129,,G1220- G129
I803,I803,G2000,G259,,G2000- G259
I803,I803,G300,G319,,G300 - G319
I803,I803,G35,G379,,G35  - G379
I803,I803,G600,G629,,G600 - G629
I803,I803,G64,G835,,G64  - G835
I803,I803,G838,G904,,G838 - G904
I803,I803,G908,G931,,G908 - G931
I803,I803,G934,G939,,G934 - G939
I803,I803,G950,G98,,G950 - G98
I803,I803,I00,I99,,I00  - I99
I803,I803,J09,J989,,J09  - J989
I803,I803,K220,K929,,K220 - K929
I803,I803,L400,L409,,L400 - L409
I803,I803,L890,L899,,L890 - L899
I803,I803,L97,L97,,L97
I803,I803,L984,L984,,L984
I803,I803,M000,M199,,M000 - M199
I803,I803,M300,M301,,M300 - M301
I803,I803,M320,M329,,M320 - M329
I803,I803,M340,M349,,M340 - M349
I803,I803,M410,M435,,M410 - M435
I803,I803,M45,M479,,M45  - M479
I803,I803,M481,M519,,M481 - M519
I803,I803,M610,M619,,M610 - M619
I803,I803,M623,M624,,M623 - M624
I803,I803,M800,M839,,M800 - M839
I803,I803,M840,M849,M,M840 - M849  M
I803,I803,M860,M879,,M860 - M879
I803,I803,M910,M949,,M910 - M949
I803,I803,M960,M969,,M960 - M969
I803,I803,N000,N999,,N000 - N999
I803,I803,P917,P917,,P917
I803,I803,Q000,Q079,,Q000 - Q079
I803,I803,Q200,Q359,,Q200 - Q359
I803,I803,Q370,Q459,,Q370 - Q459
I803,I803,Q600,Q649,,Q600 - Q649
I803,I803,Q710,Q799,,Q710 - Q799
I803,I803,Q850,Q999,,Q850 - Q999
I803,I803,R02,R02,,R02
I803,I803,R263,R263,,R263
I803,I803,R31,R31,,R31
I803,I803,R53,R54,,R53  - R54
I803,I803,R75,R75,,R75
I803,I803,S000,U079,,S000 - U079
I803,I803,U099,U109,,U099 - U109
I803,I803,U129,Y98,,U129 - Y98
I808,I808,A000,D649,,A000 - D649
I808,I808,D685,D686,,D685 - D686
I808,I808,E000,E899,,E000 - E899
I808,I808,F03,F03,,F03
I808,I808,F100,F169,,F100 - F169
I808,I808,F180,F199,,F180 - F199
I808,I808,F73,F739,,F73  - F739
I808,I808,G35,G35,,G35
I808,I808,I00,I99,,I00  - I99
I808,I808,J09,J989,,J09  - J989
I808,I808,K220,K929,,K220 - K929
I808,I808,L890,L899,,L890 - L899
I808,I808,L97,L97,,L97
I808,I808,L984,L984,,L984
I808,I808,M000,M199,,M000 - M199
I808,I808,M300,M301,,M300 - M301
I808,I808,M478,M478,,M478
I808,I808,M844,M844,,M844
I808,I808,M860,M869,,M860 - M869
I808,I808,N000,N999,,N000 - N999
I808,I808,Q200,Q349,,Q200 - Q349
I808,I808,Q380,Q459,,Q380 - Q459
I808,I808,Q600,Q649,,Q600 - Q649
I808,I808,Q870,Q999,,Q870 - Q999
I808,I808,R02,R02,,R02
I808,I808,R31,R31,,R31
I808,I808,R53,R54,,R53  - R54
I808,I808,R75,R75,,R75
I808,I808,S000,U079,,S000 - U079
I808,I808,U099,U109,,U099 - U109
I808,I808,U129,Y98,,U129 - Y98
I809,I809,A000,D649,,A000 - D649
I809,I809,D685,D686,,D685 - D686
I809,I809,D810,D819,,D810 - D819
I809,I809,D860,D860,,D860
I809,I809,E000,F03,,E000 - F03
I809,I809,F100,F169,,F100 - F169
I809,I809,F180,F199,,F180 - F199
I809,I809,F202,F202,,F202
I809,I809,F322,F323,,F322 - F323
I809,I809,F332,F333,,F332 - F333
I809,I809,F500,F503,,F500 - F503
I809,I809,F505,F509,,F505 - F509
I809,I809,F73,F739,,F73  - F739
I809,I809,G09,G121,,G09  - G121
I809,I809,G1220,G129,,G1220- G129
I809,I809,G2000,G319,,G2000- G319
I809,I809,G35,G379,,G35  - G379
I809,I809,G600,G629,,G600 - G629
I809,I809,G64,G835,,G64  - G835
I809,I809,G838,G904,,G838 - G904
I809,I809,G908,G931,,G908 - G931
I809,I809,G934,G939,,G934 - G939
I809,I809,G950,G98,,G950 - G98
I809,I809,I00,I99,,I00  - I99
I809,I809,J09,J989,,J09  - J989
I809,I809,K220,K929,,K220 - K929
I809,I809,L400,L409,,L400 - L409
I809,I809,L890,L899,,L890 - L899
I809,I809,L97,L97,,L97
I809,I809,L984,L984,,L984
I809,I809,M000,M199,,M000 - M199
I809,I809,M300,M301,,M300 - M301
I809,I809,M320,M329,,M320 - M329
I809,I809,M340,M349,,M340 - M349
I809,I809,M410,M435,,M410 - M435
I809,I809,M45,M479,,M45  - M479
I809,I809,M481,M519,,M481 - M519
I809,I809,M610,M619,,M610 - M619
I809,I809,M623,M624,,M623 - M624
I809,I809,M800,M849,,M800 - M849
I809,I809,M860,M879,,M860 - M879
I809,I809,M910,M949,,M910 - M949
I809,I809,M960,M969,,M960 - M969
I809,I809,N000,N999,,N000 - N999
I809,I809,P917,P917,,P917
I809,I809,Q000,Q079,,Q000 - Q079
I809,I809,Q200,Q359,,Q200 - Q359
I809,I809,Q370,Q459,,Q370 - Q459
I809,I809,Q600,Q649,,Q600 - Q649
I809,I809,Q710,Q799,,Q710 - Q799
I809,I809,Q850,Q999,,Q850 - Q999
I809,I809,R02,R02,,R02
I809,I809,R263,R263,,R263
I809,I809,R31,R31,,R31
I809,I809,R53,R54,,R53  - R54
I809,I809,R75,R75,,R75
I809,I809,S000,U049,,S000 - U049
I809,I809,U070,U072,,U070 - U072
I809,I809,U073,U079,,U073 - U079
I809,I809,U099,U109,,U099 - U109
I809,I809,U129,U129,,U129
I809,I809,U820,X46,,U820 - X46
I809,I809,X470,X479,,X470 - X479
I809,I809,X48,X66,,X48  - X66
I809,I809,X670,X679,,X670 - X679
I809,I809,X68,X87,,X68  - X87
I809,I809,X880,X889,,X880 - X889
I809,I809,X89,Y98,,X89  - Y98
I81,I81,A060,A061,,A060 - A061
I81,I81,A064,A064,,A064
I81,I81,A069,A069,,A069
I81,I81,A539,A539,,A539
I81,I81,B150,B199,,B150 - B199
I81,I81,B200,B24,,B200 - B24
I81,I81,B650,B659,,B650 - B659
I81,I81,B663,B663,,B663
I81,I81,C220,C259,,C220 - C259
I81,I81,C33,C349,,C33  - C349
I81,I81,C457,C457,,C457
I81,I81,C780,C780,,C780
I81,I81,C783,C783,,C783
I81,I81,C787,C787,,C787
I81,I81,C788,C788,,C788
I81,I81,C798,C798,,C798
I81,I81,C800,C809,,C800 - C809
I81,I81,C810,C959,,C810 - C959
I81,I81,D015,D015,,D015
I81,I81,D021,D022,,D021 - D022
I81,I81,D134,D135,,D134 - D135
I81,I81,D142,D143,,D142 - D143
I81,I81,D376,D377,,D376 - D377
I81,I81,D381,D381,,D381
I81,I81,D45,D45,,D45
I81,I81,D685,D686,,D685 - D686
I81,I81,E840,E849,,E840 - E849
I81,I81,I00,I99,,I00  - I99
I81,I81,K650,K659,,K650 - K659
I81,I81,K700,K909,,K700 - K909
I81,I81,Q200,Q289,,Q200 - Q289
I81,I81,Q440,Q447,,Q440 - Q447
I81,I81,R75,R75,,R75
I81,I81,S361,S361,,S361
I81,I81,T385,T385,,T385
I81,I81,T915,T918,,T915 - T918
I81,I81,U070,U072,,U070 - U072
I81,I81,U099,U109,,U099 - U109
I81,I81,U129,U129,,U129
I81,I81,Y400,Y599,,Y400 - Y599
I820,I820,A060,A061,,A060 - A061
I820,I820,A064,A064,,A064
I820,I820,A069,A069,,A069
I820,I820,B150,B199,,B150 - B199
I820,I820,B200,B24,,B200 - B24
I820,I820,B663,B663,,B663
I820,I820,C220,C249,,C220 - C249
I820,I820,C787,C787,,C787
I820,I820,C788,C788,,C788
I820,I820,C800,C959,,C800 - C959
I820,I820,D015,D015,,D015
I820,I820,D134,D135,,D134 - D135
I820,I820,D142,D143,,D142 - D143
I820,I820,D376,D376,,D376
I820,I820,D500,D899,,D500 - D899
I820,I820,E660,E669,,E660 - E669
I820,I820,E840,E849,,E840 - E849
I820,I820,I00,I99,,I00  - I99
I820,I820,K650,K659,,K650 - K659
I820,I820,K700,K869,,K700 - K869
I820,I820,Q200,Q289,,Q200 - Q289
I820,I820,Q440,Q447,,Q440 - Q447
I820,I820,R75,R75,,R75
I820,I820,S361,S361,,S361
I820,I820,T915,T918,,T915 - T918
I820,I820,U070,U072,,U070 - U072
I820,I820,U099,U109,,U099 - U109
I820,I820,U129,U129,,U129
I820,I820,Y400,Y599,,Y400 - Y599
I821,I829,A000,Q999,,A000 - Q999
I821,I829,R02,R02,,R02
I821,I829,R263,R263,,R263
I821,I829,R53,R54,,R53  - R54
I821,I829,R75,R75,,R75
I821,I829,S000,U079,,S000 - U079
I821,I829,U099,U109,,U099 - U109
I821,I829,U129,Y98,,U129 - Y98
I830,I830,C414,C414,,C414
I830,I830,C419,C419,,C419
I830,I830,C457,C457,,C457
I830,I830,C467,C467,,C467
I830,I830,C765,C767,,C765 - C767
I830,I830,C795,C795,,C795
I830,I830,C798,C798,,C798
I830,I830,D097,D097,,D097
I830,I830,D099,D099,,D099
I830,I830,D168,D169,,D168 - D169
I830,I830,D171,D172,,D171 - D172
I830,I830,D173,D173,,D173
I830,I830,D177,D177,,D177
I830,I830,D179,D179,,D179
I830,I830,D212,D212,,D212
I830,I830,D214,D219,,D214 - D219
I830,I830,D480,D481,,D480 - D481
I830,I830,D487,D487,,D487
I830,I830,E660,E669,,E660 - E669
I830,I830,I800,I809,,I800 - I809
I830,I830,I830,I839,,I830 - I839
I830,I830,I872,I872,,I872
I830,I830,U070,U072,,U070 - U072
I830,I830,U099,U109,,U099 - U109
I830,I830,U129,U129,,U129
I831,I839,C414,C414,,C414
I831,I839,C419,C419,,C419
I831,I839,C457,C457,,C457
I831,I839,C467,C467,,C467
I831,I839,C765,C767,,C765 - C767
I831,I839,C795,C795,,C795
I831,I839,C798,C798,,C798
I831,I839,D097,D097,,D097
I831,I839,D099,D099,,D099
I831,I839,D168,D169,,D168 - D169
I831,I839,D171,D172,,D171 - D172
I831,I839,D173,D173,,D173
I831,I839,D177,D177,,D177
I831,I839,D179,D179,,D179
I831,I839,D212,D212,,D212
I831,I839,D214,D219,,D214 - D219
I831,I839,D480,D481,,D480 - D481
I831,I839,D487,D487,,D487
I831,I839,E660,E669,,E660 - E669
I831,I839,I800,I809,,I800 - I809
I831,I839,I830,I839,,I830 - I839
I831,I839,U070,U072,,U070 - U072
I831,I839,U099,U109,,U099 - U109
I831,I839,U129,U129,,U129
I850,I859,B150,B199,,B150 - B199
I850,I859,B251,B251,,B251
I850,I859,B650,B659,,B650 - B659
I850,I859,B942,B942,,B942
I850,I859,C150,C159,,C150 - C159
I850,I859,C220,C229,,C220 - C229
I850,I859,C320,C329,,C320 - C329
I850,I859,C457,C457,,C457
I850,I859,C494,C494,,C494
I850,I859,C785,C785,,C785
I850,I859,C787,C787,,C787
I850,I859,C788,C788,,C788
I850,I859,D001,D001,,D001
I850,I859,D100,D100,,D100
I850,I859,D130,D130,,D130
I850,I859,D376,D376,,D376
I850,I859,D377,D377,,D377
I850,I859,D860,D869,,D860 - D869
I850,I859,E780,E780,,E780
I850,I859,E831,E831,,E831
I850,I859,F100,F109,,F100 - F109
I850,I859,I850,I859,,I850 - I859
I850,I859,K20,K219,,K20  - K219
I850,I859,K221,K221,,K221
I850,I859,K227,K227,,K227
I850,I859,K440,K449,,K440 - K449
I850,I859,K700,K769,,K700 - K769
I850,I859,P788,P788,,P788
I850,I859,Q390,Q399,,Q390 - Q399
I850,I859,Q442,Q447,,Q442 - Q447
I850,I859,Q459,Q459,,Q459
I850,I859,T510,T519,,T510 - T519
I850,I859,T97,T97,,T97
I850,I859,U070,U072,,U070 - U072
I850,I859,U099,U109,,U099 - U109
I850,I859,U129,U129,,U129
I850,I859,X45,X45,,X45
I850,I859,X65,X65,,X65
I850,I859,Y15,Y15,,Y15
I850,I859,Y599,Y599,,Y599
I850,I859,Y86,Y872,,Y86  - Y872
I860,I860,I860,I860,,I860
I860,I860,U129,U129,,U129
I861,I861,I861,I861,,I861
I861,I861,U129,U129,,U129
I862,I862,I862,I862,,I862
I862,I862,U129,U129,,U129
I863,I863,I863,I863,,I863
I863,I863,U129,U129,,U129
I864,I864,B150,B199,,B150 - B199
I864,I864,B650,B659,,B650 - B659
I864,I864,C000,D489,,C000 - D489
I864,I864,F100,F109,,F100 - F109
I864,I864,I864,I864,,I864
I864,I864,K700,K769,,K700 - K769
I864,I864,P780,P789,,P780 - P789
I864,I864,T510,T519,,T510 - T519
I864,I864,T97,T97,,T97
I864,I864,U070,U072,,U070 - U072
I864,I864,U099,U109,,U099 - U109
I864,I864,U129,U129,,U129
I864,I864,X45,X45,,X45
I864,I864,X65,X65,,X65
I864,I864,Y15,Y15,,Y15
I864,I864,Y86,Y872,,Y86  - Y872
I868,I868,B150,B199,,B150 - B199
I868,I868,B650,B659,,B650 - B659
I868,I868,C000,D489,,C000 - D489
I868,I868,I868,I868,,I868
I868,I868,K700,K769,,K700 - K769
I868,I868,P780,P789,,P780 - P789
I868,I868,U070,U072,,U070 - U072
I868,I868,U099,U109,,U099 - U109
I868,I868,U129,U129,,U129
I870,I870,B200,B24,,B200 - B24
I870,I870,I870,I870,,I870
I870,I870,R75,R75,,R75
I870,I870,U070,U072,,U070 - U072
I870,I870,U099,U109,,U099 - U109
I870,I870,U129,U129,,U129
I871,I879,A000,Q999,,A000 - Q999
I871,I879,R02,R02,,R02
I871,I879,R263,R263,,R263
I871,I879,R53,R54,,R53  - R54
I871,I879,R75,R75,,R75
I871,I879,S000,U079,,S000 - U079
I871,I879,U099,U109,,U099 - U109
I871,I879,U129,Y98,,U129 - Y98
I880,I880,A000,C97,,A000 - C97
I880,I880,D180,D181,,D180 - D181
I880,I880,D472,D472,,D472
I880,I880,D477,D477,,D477
I880,I880,D489,D489,,D489
I880,I880,D761,E079,,D761 - E079
I880,I880,E660,E899,,E660 - E899
I880,I880,G000,G09,,G000 - G09
I880,I880,I770,I779,,I770 - I779
I880,I880,I880,I880,,I880
I880,I880,I890,I899,,I890 - I899
I880,I880,J00,K929,,J00  - K929
I880,I880,L00,M999,,L00  - M999
I880,I880,N000,N429,,N000 - N429
I880,I880,N700,N768,,N700 - N768
I880,I880,P550,P579,,P550 - P579
I880,I880,R263,R263,,R263
I880,I880,R31,R31,,R31
I880,I880,R75,R75,,R75
I880,I880,T805,T806,,T805 - T806
I880,I880,U070,U072,,U070 - U072
I880,I880,U099,U109,,U099 - U109
I880,I880,U129,U129,,U129
I880,I880,Y400,Y599,,Y400 - Y599
I880,I880,Y848,Y848,,Y848
I881,I881,A1690,A1690,,A1690
I881,I881,A182,A182,,A182
I881,I881,A369,A369,,A369
I881,I881,A519,A519,,A519
I881,I881,A529,A529,,A529
I881,I881,A549,A549,,A549
I881,I881,B200,B24,,B200 - B24
I881,I881,I881,I881,,I881
I881,I881,R75,R75,,R75
I881,I881,U070,U072,,U070 - U072
I881,I881,U099,U109,,U099 - U109
I881,I881,U129,U129,,U129
I888,I888,A000,C97,,A000 - C97
I888,I888,D180,D181,,D180 - D181
I888,I888,D472,D472,,D472
I888,I888,D477,D477,,D477
I888,I888,D489,D489,,D489
I888,I888,D761,E079,,D761 - E079
I888,I888,E660,E899,,E660 - E899
I888,I888,G000,G09,,G000 - G09
I888,I888,I770,I779,,I770 - I779
I888,I888,I880,I880,,I880
I888,I888,I888,I888,,I888
I888,I888,I890,I899,,I890 - I899
I888,I888,J00,K929,,J00  - K929
I888,I888,L00,M999,,L00  - M999
I888,I888,N000,N429,,N000 - N429
I888,I888,N700,N768,,N700 - N768
I888,I888,P550,P579,,P550 - P579
I888,I888,R263,R263,,R263
I888,I888,R31,R31,,R31
I888,I888,R75,R75,,R75
I888,I888,T805,T806,,T805 - T806
I888,I888,U070,U072,,U070 - U072
I888,I888,U099,U109,,U099 - U109
I888,I888,U129,U129,,U129
I888,I888,Y400,Y599,,Y400 - Y599
I888,I888,Y848,Y848,,Y848
I889,I889,A000,C97,,A000 - C97
I889,I889,D180,D181,,D180 - D181
I889,I889,D472,D472,,D472
I889,I889,D477,D477,,D477
I889,I889,D489,D489,,D489
I889,I889,D761,E079,,D761 - E079
I889,I889,E660,E899,,E660 - E899
I889,I889,G000,G09,,G000 - G09
I889,I889,I770,I779,,I770 - I779
I889,I889,I880,I880,,I880
I889,I889,I889,I899,,I889 - I899
I889,I889,J00,K929,,J00  - K929
I889,I889,L00,M999,,L00  - M999
I889,I889,N000,N429,,N000 - N429
I889,I889,N700,N768,,N700 - N768
I889,I889,P550,P579,,P550 - P579
I889,I889,R263,R263,,R263
I889,I889,R31,R31,,R31
I889,I889,R75,R75,,R75
I889,I889,T805,T806,,T805 - T806
I889,I889,U070,U072,,U070 - U072
