anchor,rule_type,modifier,source_start,source_end,target,raw_body,page
H357,DSC,,E114,E116,E117,E114 - E116 E117,236
H357,DS,,E117,E117,,E117,236
H357,DSC,,E118,E118,E117,E118 E117,236
H357,DSC,,E119,E119,E113,E119 E113,236
H357,DSC,,E120,E122,E127,E120 - E122 E127,236
H357,DS,,E123,E123,,E123,236
H357,DSC,,E124,E126,E127,E124 - E126 E127,236
H357,DS,,E127,E127,,E127,236
H357,DSC,,E128,E128,E127,E128 E127,236
H357,DSC,,E129,E129,E123,E129 E123,236
H357,DSC,,E130,E132,E137,E130 - E132 E137,236
H357,DS,,E133,E133,,E133,236
H357,DSC,,E134,E136,E137,E134 - E136 E137,236
H357,DS,,E137,E137,,E137,236
H357,DSC,,E138,E138,E137,E138 E137,236
H357,DSC,,E139,E139,E133,E139 E133,236
H357,DSC,,E140,E142,E147,E140 - E142 E147,236
H357,DS,,E143,E143,,E143,236
H357,DSC,,E144,E146,E147,E144 - E146 E147,236
H357,DS,,E147,E147,,E147,236
H357,DSC,,E148,E148,E147,E148 E147,236
H357,DSC,,E149,E149,E143,E149 E143,236
H359,TRIV,,,,,,236
H359,DSC,,E100,E102,E107,E100 - E102 E107,236
H359,DS,,E103,E103,,E103,236
H359,DSC,,E104,E106,E107,E104 - E106 E107,236
H359,DS,,E107,E107,,E107,236
H359,DSC,,E108,E108,E107,E108 E107,236
H359,DSC,,E109,E109,E103,E109 E103,236
H359,DSC,,E110,E112,E117,E110 - E112 E117,236
H359,DS,,E113,E113,,E113,236
H359,DSC,,E114,E116,E117,E114 - E116 E117,236
H359,DS,,E117,E117,,E117,236
H359,DSC,,E118,E118,E117,E118 E117,236
H359,DSC,,E119,E119,E113,E119 E113,236
H359,DSC,,E120,E122,E127,E120 - E122 E127,236
H359,DS,,E123,E123,,E123,236
H359,DSC,,E124,E126,E127,E124 - E126 E127,236
H359,DS,,E127,E127,,E127,236
H359,DSC,,E128,E128,E127,E128 E127,236
H359,DSC,,E129,E129,E123,E129 E123,236
H359,DSC,,E130,E132,E133,E130 - E132 E133,236
H359,DS,,E133,E133,,E133,236
H359,DSC,,E134,E136,E137,E134 - E136 E137,236
H359,DS,,E137,E137,,E137,236
H359,DSC,,E138,E138,E137,E138 E137,236
H359,DSC,,E139,E139,E133,E139 E133,236
H359,DSC,,E140,E142,E147,E140 - E142 E147,236
H359,DS,,E143,E143,,E143,236
H359,DSC,,E144,E146,E147,E144 - E146 E147,236
H359,DS,,E147,E147,,E147,236
H359,DSC,,E148,E148,E147,E148 E147,236
H359,DSC,,E149,E149,E143,E149 E143,236
H359,SMP,,H330,H358,,H330 - H358,236
H400,TRIV,,,,,,237
H409,TRIV,,,,,,237
H409,LMC,,H268,H268,H401,H268 H401,237
H409,SMP,,H400,H408,,H400 - H408,237
H430,TRIV,,,,,,237
H439,TRIV,,,,,,237
H439,SMP,,H430,H438,,H430 - H438,237
H440,DSC,,B699,B699,B691,B699 B691,237
H448,DS,M,T455,T455,,M T455,237
H449,SMP,,H440,H448,,H440 - H448,237
H449,TRIV,,,,,,237
H477,TRIV,,,,,,237
H477,SMP,,H46,H476,,H46 - H476,237
H490,TRIV,,,,,,237
H499,TRIV,,,,,,237
H499,SMP,,H490,H498,,H490 - H498,237
H500,TRIV,,,,,,237
H509,TRIV,,,,,,237
H509,SMP,,H500,H505,,H500 - H505,237
H509,LMP,,H506,H506,,H506,237
H509,SMP,,H508,H508,,H508,237
H510,TRIV,,,,,,237
H519,TRIV,,,,,,237
H519,SMP,,H510,H518,,H510 - H518,237
H520,TRIV,,,,,,237
H527,TRIV,,,,,,237
H527,SMP,,H520,H526,,H520 - H526,237
H530,TRIV,,,,,,237
H531,TRIV,,,,,,237
H531,DSC,,E509,E509,E505,E509 E505,237
H532,TRIV,,,,,,237
H536,TRIV,,,,,,237
H536,DSC,,E509,E509,E505,E509 E505,237
H538,TRIV,,,,,,237
H539,TRIV,,,,,,237
H539,SMP,,H530,H538,,H530 - H538,237
H540,TRIV,,,,,,237
H549,TRIV,,,,,,237
H549,SMP,,H540,H546,,H540 - H546,237
H549,TRIV,,,,,,237
H579,TRIV,,,,,,237
H579,SMP,,A185,A185,,A185,237
H579,SMP,,A211,A211,,A211,237
H579,SMP,M,A300,A309,,M A300 - A309,237
H579,SMP,M,A368,A368,,M A368,237
H579,SMP,M,A398,A398,,M A398,237
H579,SMP,M,A500,A500,,M A500,237
H579,SMP,M,A514,A514,,M A514,237
H579,SMP,M,A521,A521,,M A521,238
H579,SMP,M,A527,A527,,M A527,238
H579,SMP,,A543,A543,,A543,238
H579,SMP,M,A711,A711,,M A711,238
H579,SMP,,A740,A740,,A740,238
H579,SMP,,B005,B005,,B005,238
H579,SMP,,B023,B023,,B023,238
H579,SMP,,B301,B309,,B301 - B309,238
H579,SMP,M,B399,B399,,M B399,238
H579,SMP,,B580,B580,,B580,238
H579,SMP,M,B601,B601,,M B601,238
H579,SMP,M,B740,B749,,M B740 - B749,238
H579,SMP,M,B89,B89,,M B89,238
H579,SMP,,C690,C699,,C690 - C699,238
H579,SMP,M,C794,C794,,M C794,238
H579,SMP,M,C800,C809,,M C800 - C809,238
H579,SMP,M,C810,C813,,M C810 - C813,238
H579,SMP,M,C814,C814,,M C814,238
H579,SMP,M,C817,C822,,M C817 - C822,238
H579,SMP,M,C823,C826,,M C823 - C826,238
H579,SMP,M,C827,C845,,M C827 - C845,238
H579,SMP,M,C846,C849,,M C846 - C849,238
H579,SMP,M,C851,C851,,M C851,238
H579,SMP,M,C852,C852,,M C852,238
H579,SMP,M,C857,C859,,M C857 - C859,238
H579,SMP,M,C860,C866,,M C860 - C866,238
H579,SMP,M,C880,C883,,M C880 - C883,238
H579,SMP,M,C884,C884,,M C884,238
H579,SMP,M,C887,C902,,M C887 - C902,238
H579,SMP,M,C903,C903,,M C903,238
H579,SMP,M,C910,C915,,M C910 - C915,238
H579,SMP,M,C916,C916,,M C916,238
H579,SMP,M,C917,C917,,M C917,238
H579,SMP,M,C918,C918,,M C918,238
H579,SMP,M,C919,C925,,M C919 - C925,238
H579,SMP,M,C926,C926,,M C926,238
H579,SMP,M,C927,C927,,M C927,238
H579,SMP,M,C928,C928,,M C928,238
H579,SMP,M,C929,C931,,M C929 - C931,238
H579,SMP,M,C933,C933,,M C933,238
H579,SMP,M,C937,C944,,M C937 - C944,238
H579,SMP,M,C946,C946,,M C946,238
H579,SMP,M,C947,C962,,M C947 - C962,238
H579,SMP,M,C964,C966,,M C964 - C966,238
H579,SMP,M,C967,C967,,M C967,238
H579,SMP,M,C968,C968,,M C968,238
H579,SMP,M,C969,C969,,M C969,238
H579,SMP,,D092,D092,,D092,238
H579,SMP,,D310,D319,,D310 - D319,238
H579,SMP,M,D487,D487,,M D487,238
H579,SMP,,H000,H578,,H000 - H578,238
H579,SMP,M,I708,I708,,M I708,238
H579,SMP,M,L120,L129,,M L120 - L129,238
H579,SMP,M,L710,L719,,M L710 - L719,238
H579,SMP,M,N185,N185,,M N185,238
H579,SMP,,Q100,Q159,,Q100 - Q159,238
H590,DS,,A000,E889,,A000 - E889,238
H590,DS,,F010,H579,,F010 - H579,238
H590,DS,,H600,H939,,H600 - H939,238
H590,DS,,I00,I459,,I00 - I459,238
H590,DS,,I470,I499,,I470 - I499,238
H590,DS,,I500,I509,,I500 - I509,238
H590,DS,,I510,I958,,I510 - I958,238
H590,DS,,J00,J949,,J00 - J949,238
H590,DS,,J961,J961,,J961,238
H590,DS,,J980,K909,,J980 - K909,238
H590,DS,,L00,M959,,L00 - M959,238
H590,DS,,M990,N989,,M990 - N989,238
H590,DS,,O000,P284,,O000 - P284,238
H590,DS,,P288,Q999,,P288 - Q999,238
H590,DS,,R572,R572,,R572,238
H590,DS,,R650,R651,,R650 - R651,238
H590,DS,,R688,R688,,R688,238
H590,DS,,R95,R95,,R95,238
H590,DS,,S000,T799,,S000 - T799,238
H590,DS,,T900,T982,,T900 - T982,238
H590,DS,,U070,U072,,U070 - U072,238
H590,DS,,U099,U109,,U099 - U109,238
H590,DS,,V010,Y369,,V010 - Y369,238
H590,DS,,Y830,Y832,,Y830 - Y832,238
H590,DS,,Y834,Y834,,Y834,238
H590,DS,,Y836,Y839,,Y836 - Y839,238
H590,DS,,Y850,Y872,,Y850 - Y872,238
H590,DS,M,Y883,Y883,,M Y883,238
H590,DS,,Y890,Y899,,Y890 - Y899,238
H598,DS,,A000,E889,,A000 - E889,238
H598,DS,,F010,H579,,F010 - H579,238
H598,DS,,H600,H939,,H600 - H939,238
H598,DS,,I00,I459,,I00 - I459,238
H598,DS,,I470,I499,,I470 - I499,238
H598,DS,,I500,I509,,I500 - I509,238
H598,DS,,I510,I958,,I510 - I958,238
H598,DS,,J00,J949,,J00 - J949,238
H598,DS,,J961,J961,,J961,239
H598,DS,,J980,K909,,J980 - K909,239
H598,DS,,L00,M959,,L00 - M959,239
H598,DS,,M990,N989,,M990 - N989,239
H598,DS,,O000,P284,,O000 - P284,239
H598,DS,,P288,Q999,,P288 - Q999,239
H598,DS,,R572,R572,,R572,239
H598,DS,,R650,R651,,R650 - R651,239
H598,DS,,R688,R688,,R688,239
H598,DS,,R95,R95,,R95,239
H598,DS,,S000,T799,,S000 - T799,239
H598,DS,,T900,T982,,T900 - T982,239
H598,DS,,U070,U072,,U070 - U072,239
H598,DS,,U099,U109,,U099 - U109,239
H598,DS,,V010,Y369,,V010 - Y369,239
H598,DS,,Y600,Y849,,Y600 - Y849,239
H598,DS,,Y850,Y872,,Y850 - Y872,239
H598,DS,,Y881,Y881,,Y881,239
H598,DS,,Y883,Y883,,Y883,239
H598,DS,,Y890,Y899,,Y890 - Y899,239
H599,DS,,A000,E889,,A000 - E889,239
H599,DS,,F010,H579,,F010 - H579,239
H599,SMP,,H590,H598,,H590 - H598,239
H599,DS,,H600,H939,,H600 - H939,239
H599,DS,,I00,I459,,I00 - I459,239
H599,DS,,I470,I499,,I470 - I499,239
H599,DS,,I500,I509,,I500 - I509,239
H599,DS,,I510,I958,,I510 - I958,239
H599,DS,,J00,J949,,J00 - J949,239
H599,DS,,J961,J961,,J961,239
H599,DS,,J980,K909,,J980 - K909,239
H599,DS,,L00,M959,,L00 - M959,239
H599,DS,,M990,N989,,M990 - N989,239
H599,DS,,O000,P284,,O000 - P284,239
H599,DS,,P288,Q999,,P288 - Q999,239
H599,DS,,R572,R572,,R572,239
H599,DS,,R650,R651,,R650 - R651,239
H599,DS,,R688,R688,,R688,239
H599,DS,,R95,R95,,R95,239
H599,DS,,S000,T799,,S000 - T799,239
H599,DS,,T900,T982,,T900 - T982,239
H599,DS,,U070,U072,,U070 - U072,239
H599,DS,,U099,U109,,U099 - U109,239
H599,DS,,V010,Y369,,V010 - Y369,239
H599,DS,,Y600,Y849,,Y600 - Y849,239
H599,DS,,Y850,Y872,,Y850 - Y872,239
H599,DS,,Y881,Y881,,Y881,239
H599,DS,,Y883,Y883,,Y883,239
H599,DS,,Y890,Y899,,Y890 - Y899,239
H600,TRIV,,,,,,239
H609,TRIV,,,,,,239
H609,SMP,,H600,H608,,H600 - H608,239
H610,TRIV,,,,,,239
H619,TRIV,,,,,,239
H619,SMP,,H610,H618,,H610 - H618,239
H659,SMP,,H650,H654,,H650 - H654,239
H660,DSC,,B059,B059,B053,B059 B053,239
H660,DS,,J09,J09,,J09,239
H660,DSC,,J1010,J1010,J108,J1010 J108,239
H660,DSC,,J1110,J1110,J118,J1110 J118,239
H660,DS,,U071,U072,,U071 - U072,239
H660,DS,,U099,U109,,U099 - U109,239
H661,DSC,,B059,B059,B053,B059 B053,239
H669,DSC,,B059,B059,B053,B059 B053,239
H669,SMP,,H600,H609,,H600 - H609,239
H669,SMP,,H650,H664,,H650 - H664,239
H669,DS,,J09,J09,,J09,239
H669,DSC,M,J1010,J1010,J108,M J1010 J108,239
H669,DSC,M,J1110,J1110,J118,M J1110 J118,239
H669,DS,,U071,U072,,U071 - U072,239
H669,DS,,U099,U109,,U099 - U109,239
H681,TRIV,,,,,,239
H699,TRIV,,,,,,239
H699,SMP,,H690,H698,,H690 - H698,239
H709,SMP,,H700,H708,,H700 - H708,240
H720,TRIV,,,,,,240
H729,TRIV,,,,,,240
H729,SMP,,H720,H728,,H720 - H728,240
H738,TRIV,,,,,,240
H739,TRIV,,,,,,240
H739,SMP,,H720,H738,,H720 - H738,240
H740,TRIV,,,,,,240
H749,TRIV,,,,,,240
H749,SMP,,H740,H748,,H740 - H748,240
H800,TRIV,,,,,,240
H809,TRIV,,,,,,240
H809,SMP,,H800,H808,,H800 - H808,240
H810,TRIV,,,,,,240
H819,TRIV,,,,,,240
H819,SMP,,H810,H818,,H810 - H818,240
H830,TRIV,,,,,,240
H839,TRIV,,,,,,240
H839,SMP,,H800,H838,,H800 - H838,240
H900,TRIV,,,,,,240
H905,TRIV,,,,,,240
H905,SMP,,H900,H904,,H900 - H904,240
H905,SMP,,H906,H908,,H906 - H908,240
H906,TRIV,,,,,,240
H919,TRIV,,,,,,240
H919,SMP,,H900,H918,,H900 - H918,240
H920,TRIV,,,,,,240
H939,TRIV,,,,,,240
H939,SMP,,C301,C301,,C301,240
H939,SMP,,C432,C432,,C432,240
H939,SMP,,C442,C442,,C442,240
H939,SMP,M,C490,C490,,M C490,240
H939,SMP,M,C783,C783,,M C783,240
H939,SMP,M,C798,C798,,M C798,240
H939,SMP,M,C799,C809,,M C799 - C809,240
H939,SMP,M,C810,C813,,M C810 - C813,240
H939,SMP,M,C814,C814,,M C814,240
H939,SMP,M,C817,C822,,M C817 - C822,240
H939,SMP,M,C823,C826,,M C823 - C826,240
H939,SMP,M,C827,C845,,M C827 - C845,240
H939,SMP,M,C846,C849,,M C846 - C849,240
H939,SMP,M,C851,C851,,M C851,240
H939,SMP,M,C852,C852,,M C852,240
H939,SMP,M,C857,C859,,M C857 - C859,240
H939,SMP,M,C860,C866,,M C860 - C866,240
H939,SMP,M,C880,C883,,M C880 - C883,240
H939,SMP,M,C884,C884,,M C884,240
H939,SMP,M,C887,C902,,M C887 - C902,240
H939,SMP,M,C903,C903,,M C903,240
H939,SMP,M,C910,C915,,M C910 - C915,240
H939,SMP,M,C916,C916,,M C916,240
H939,SMP,M,C917,C917,,M C917,240
H939,SMP,M,C918,C918,,M C918,240
H939,SMP,M,C919,C925,,M C919 - C925,240
H939,SMP,M,C926,C926,,M C926,240
H939,SMP,M,C927,C927,,M C927,240
H939,SMP,M,C928,C928,,M C928,240
H939,SMP,M,C929,C931,,M C929 - C931,240
H939,SMP,M,C933,C933,,M C933,240
H939,SMP,M,C937,C944,,M C937 - C944,240
H939,SMP,M,C946,C946,,M C946,240
H939,SMP,M,C947,C962,,M C947 - C962,240
H939,SMP,M,C964,C966,,M C964 - C966,240
H939,SMP,M,C967,C967,,M C967,241
H939,SMP,M,C968,C968,,M C968,241
H939,SMP,M,C969,C969,,M C969,241
H939,SMP,M,D032,D032,,M D032,241
H939,SMP,,D042,D042,,D042,241
H939,SMP,M,D140,D140,,M D140,241
H939,SMP,M,D210,D210,,M D210,241
H939,SMP,,D232,D232,,D232,241
H939,SMP,M,D385,D385,,M D385,241
H939,SMP,M,D481,D481,,M D481,241
H939,SMP,M,D485,D485,,M D485,241
H939,SMP,,H600,H938,,H600 - H938,241
H939,SMP,,Q160,Q179,,Q160 - Q179,241
H950,DS,,A000,E889,,A000 - E889,241
H950,DS,,F010,H579,,F010 - H579,241
H950,DS,,H600,H939,,H600 - H939,241
H950,DS,,I00,I459,,I00 - I459,241
H950,DS,,I470,I499,,I470 - I499,241
H950,DS,,I500,I509,,I500 - I509,241
H950,DS,,I510,I958,,I510 - I958,241
H950,DS,,J00,J949,,J00 - J949,241
H950,DS,,J961,J961,,J961,241
H950,DS,,J980,K909,,J980 - K909,241
H950,DS,,L00,M959,,L00 - M959,241
H950,DS,,M990,N989,,M990 - N989,241
H950,DS,,O000,P284,,O000 - P284,241
H950,DS,,P288,Q999,,P288 - Q999,241
H950,DS,,R572,R572,,R572,241
H950,DS,,R650,R651,,R650 - R651,241
H950,DS,,R688,R688,,R688,241
H950,DS,,R95,R95,,R95,241
H950,DS,,S000,T799,,S000 - T799,241
H950,DS,,T900,T982,,T900 - T982,241
H950,DS,,U070,U072,,U070 - U072,241
H950,DS,,U099,U109,,U099 - U109,241
H950,DS,,V010,Y369,,V010 - Y369,241
H950,DS,M,Y836,Y836,,M Y836,241
H950,DS,,Y850,Y872,,Y850 - Y872,241
H950,DS,M,Y883,Y883,,M Y883,241
H950,DS,,Y890,Y899,,Y890 - Y899,241
H958,DS,,A000,E889,,A000 - E889,241
H958,DS,,F010,H579,,F010 - H579,241
H958,DS,,H600,H939,,H600 - H939,241
H958,DS,,I00,I459,,I00 - I459,241
H958,DS,,I470,I499,,I470 - I499,241
H958,DS,,I500,I509,,I500 - I509,241
H958,DS,,I510,I958,,I510 - I958,241
H958,DS,,J00,J949,,J00 - J949,241
H958,DS,,J961,J961,,J961,241
H958,DS,,J980,K909,,J980 - K909,241
H958,DS,,L00,M959,,L00 - M959,241
H958,DS,,M990,N989,,M990 - N989,241
H958,DS,,O000,P284,,O000 - P284,241
H958,DS,,P288,Q999,,P288 - Q999,241
H958,DS,,R572,R572,,R572,241
H958,DS,,R650,R651,,R650 - R651,241
H958,DS,,R688,R688,,R688,241
H958,DS,,R95,R95,,R95,241
H958,DS,,S000,T799,,S000 - T799,241
H958,DS,,T900,T982,,T900 - T982,241
H958,DS,,U070,U072,,U070 - U072,241
H958,DS,,U099,U109,,U099 - U109,241
H958,DS,,V010,Y369,,V010 - Y369,241
H958,DS,,Y600,Y849,,Y600 - Y849,241
H958,DS,,Y850,Y872,,Y850 - Y872,241
H958,DS,,Y881,Y881,,Y881,241
H958,DS,,Y883,Y883,,Y883,241
H958,DS,,Y890,Y899,,Y890 - Y899,241
H959,DS,,A000,E889,,A000 - E889,241
H959,DS,,F010,H579,,F010 - H579,241
H959,DS,,H600,H939,,H600 - H939,241
H959,SMP,,H950,H958,,H950 - H958,241
H959,DS,,I00,I459,,I00 - I459,241
H959,DS,,I470,I499,,I470 - I499,241
H959,DS,,I500,I509,,I500 - I509,241
H959,DS,,I510,I958,,I510 - I958,241
H959,DS,,J00,J949,,J00 - J949,241
H959,DS,,J961,J961,,J961,241
H959,DS,,J980,K909,,J980 - K909,241
H959,DS,,L00,M959,,L00 - M959,241
H959,DS,,M990,N989,,M990 - N989,241
H959,DS,,O000,P284,,O000 - P284,241
H959,DS,,P288,Q999,,P288 - Q999,241
H959,DS,,R572,R572,,R572,241
H959,DS,,R650,R651,,R650 - R651,241
H959,DS,,R688,R688,,R688,241
H959,DS,,R95,R95,,R95,241
H959,DS,,S000,T799,,S000 - T799,241
H959,DS,,T900,T982,,T900 - T982,241
H959,DS,,U070,U072,,U070 - U072,241
H959,DS,,U099,U109,,U099 - U109,241
H959,DS,,V010,Y369,,V010 - Y369,241
H959,DS,,Y600,Y849,,Y600 - Y849,242
H959,DS,,Y850,Y872,,Y850 - Y872,242
H959,DS,,Y881,Y881,,Y881,242
H959,DS,,Y883,Y883,,Y883,242
H959,DS,,Y890,Y899,,Y890 - Y899,242
H959,LMP,,I010,I099,,I010 - I099,242
I010,LMC,,I011,I012,I018,I011 - I012 I018,242
I010,LMC,,I019,I019,I018,I019 I018,242
I010,DSC,,I029,I029,I020,I029 I020,242
I011,LMC,,I010,I010,I018,I010 I018,242
I011,LMC,,I012,I012,I018,I012 I018,242
I011,LMC,,I019,I019,I018,I019 I018,242
I011,DSC,,I029,I029,I020,I029 I020,242
I012,LMC,,I010,I011,I018,I010 - I011 I018,242
I012,LMC,,I019,I019,I018,I019 I018,242
I012,DSC,,I029,I029,I020,I029 I020,242
I018,DSC,,I029,I029,I020,I029 I020,242
I019,LMC,,I010,I012,I018,I010 - I012 I018,242
I019,SMP,,I018,I018,,I018,242
I019,DSC,,I029,I029,I020,I029 I020,242
I029,LMC,,I010,I019,I020,I010 - I019 I020,242
I029,SMP,,I020,I020,,I020,242
I050,LMC,,I051,I051,I052,I051 I052,242
I050,SMP,,I052,I052,,I052,242
I050,LMC,,I060,I069,I080,I060 - I069 I080,242
I050,LMC,,I070,I079,I081,I070 - I079 I081,242
I050,LMP,,I080,I081,,I080 - I081,242
I050,DSC,,I082,I082,I083,I082 I083,242
I050,SMP,,I083,I083,,I083,242
I050,LMP,M,I088,I088,,M I088,242
I050,LMC,M,I098,I098,I088,M I098 I088,242
I050,LMC,,I350,I359,I080,I350 - I359 I080,242
I051,LMC,,I050,I050,I052,I050 I052,242
I051,SMP,,I052,I052,,I052,242
I051,LMC,,I060,I069,I080,I060 - I069 I080,242
I051,LMC,,I070,I079,I081,I070 - I079 I081,242
I051,LMP,,I080,I081,,I080 - I081,242
I051,DSC,,I082,I082,I083,I082 I083,242
I051,SMP,,I083,I083,,I083,242
I051,LMP,M,I088,I088,,M I088,242
I051,LMC,M,I098,I098,I098,M I098 I098,242
I051,LMC,,I350,I359,I080,I350 - I359 I080,242
I052,LMC,,I060,I069,I080,I060 - I069 I080,242
I052,LMC,,I070,I079,I081,I070 - I079 I081,242
I052,LMP,,I080,I081,,I080 - I081,242
I052,DSC,,I082,I082,I083,I082 I083,242
I052,SMP,,I083,I083,,I083,242
I052,LMP,M,I088,I088,,M I088,242
I052,LMC,M,I098,I098,I088,M I098 I088,242
I052,LMC,,I350,I359,I080,I350 - I359 I080,242
I058,LMC,,I060,I069,I080,I060 - I069 I080,242
I058,LMC,,I070,I079,I081,I070 - I079 I081,242
I058,LMP,,I080,I081,,I080 - I081,242
I058,DSC,,I082,I082,I083,I082 I083,242
I058,SMP,,I083,I083,,I083,242
I058,LMP,M,I088,I088,,M I088,242
I058,LMC,M,I098,I098,I088,M I098 I088,242
I058,LMP,,I340,I349,,I340 - I349,242
I058,LMC,,I350,I359,I080,I350 - I359 I080,242
I059,SMP,,I050,I058,,I050 - I058,242
I059,LMC,,I060,I069,I080,I060 - I069 I080,242
I059,LMC,,I070,I079,I081,I070 - I079 I081,242
I059,LMP,,I080,I081,,I080 - I081,242
I059,DSC,,I082,I082,I083,I082 I083,242
I059,SMP,,I083,I083,,I083,242
I059,LMP,M,I088,I088,,M I088,242
I059,LMC,M,I098,I098,I088,M I098 I088,242
I059,LMP,,I340,I349,,I340 - I349,242
I059,LMC,,I350,I359,I080,I350 - I359 I080,242
I060,LMC,,I050,I059,I080,I050 - I059 I080,242
I060,LMC,,I061,I061,I062,I061 I062,242
I060,SMP,,I062,I062,,I062,242
I060,LMC,,I070,I079,I082,I070 - I079 I082,242
I060,LMP,,I080,I080,,I080,242
I060,DSC,,I081,I081,I083,I081 I083,243
I060,LMP,,I082,I082,,I082,243
I060,SMP,,I083,I083,,I083,243
I060,LMP,M,I088,I088,,M I088,243
I060,LMC,M,I098,I098,I088,M I098 I088,243
I060,LMC,,I340,I341,I080,I340 - I341 I080,243
I061,LMC,,I050,I059,I080,I050 - I059 I080,243
I061,LMC,,I060,I060,I062,I060 I062,243
I061,SMP,,I062,I062,,I062,243
I061,LMC,,I070,I079,I082,I070 - I079 I082,243
I061,LMP,,I080,I080,,I080,243
I061,DSC,,I081,I081,I083,I081 I083,243
I061,LMP,,I082,I082,,I082,243
I061,SMP,,I083,I083,,I083,243
I061,LMP,M,I088,I088,,M I088,243
I061,LMC,M,I098,I098,I088,M I098 I088,243
I061,LMC,,I340,I341,I080,I340 - I341 I080,243
I062,LMC,,I050,I059,I080,I050 - I059 I080,243
I062,LMC,,I070,I079,I082,I070 - I079 I082,243
I062,LMP,,I080,I080,,I080,243
I062,DSC,,I081,I081,I083,I081 I083,243
I062,LMP,,I082,I082,,I082,243
I062,SMP,,I083,I083,,I083,243
I062,LMP,M,I088,I088,,M I088,243
I062,LMC,M,I098,I098,I088,M I098 I088,243
I062,LMC,,I340,I341,I080,I340 - I341 I080,243
I069,LMC,,I050,I059,I080,I050 - I059 I080,243
I069,SMP,,I060,I068,,I060 - I068,243
I069,LMC,,I070,I079,I082,I070 - I079 I082,243
I069,LMP,,I080,I080,,I080,243
I069,DSC,,I081,I081,I083,I081 I083,243
I069,LMP,,I082,I082,,I082,243
I069,SMP,,I083,I083,,I083,243
I069,LMP,M,I088,I088,,M I088,243
I069,LMC,M,I098,I098,I088,M I098 I088,243
I069,LMC,,I340,I341,I080,I340 - I341 I080,243
I070,LMC,,I050,I059,I081,I050 - I059 I081,243
I070,LMC,,I060,I069,I082,I060 - I069 I082,243
I070,LMC,,I071,I071,I072,I071 I072,243
I070,SMP,,I072,I072,,I072,243
I070,DSC,,I080,I080,I083,I080 I083,243
I070,LMP,,I081,I082,,I081 - I082,243
I070,SMP,,I083,I083,,I083,243
I070,LMP,M,I088,I088,,M I088,243
I070,LMC,M,I098,I098,I088,M I098 I088,243
I070,LMC,,I340,I341,I081,I340 - I341 I081,243
I070,LMC,,I350,I359,I082,I350 - I359 I082,243
I071,LMC,,I050,I059,I081,I050 - I059 I081,243
I071,LMC,,I060,I069,I082,I060 - I069 I082,243
I071,LMC,,I070,I070,I072,I070 I072,243
I071,SMP,,I072,I072,,I072,243
I071,DSC,,I080,I080,I083,I080 I083,243
I071,LMP,,I081,I082,,I081 - I082,243
I071,SMP,,I083,I083,,I083,243
I071,LMP,M,I088,I088,,M I088,243
I071,LMC,M,I098,I098,I088,M I098 I088,243
I071,LMC,,I340,I341,I081,I340 - I341 I081,243
I071,LMC,,I350,I359,I082,I350 - I359 I082,243
I072,LMC,,I050,I059,I081,I050 - I059 I081,243
I072,LMC,,I060,I069,I082,I060 - I069 I082,243
I072,DSC,,I080,I080,I083,I080 I083,243
I072,LMP,,I081,I082,,I081 - I082,243
I072,SMP,,I083,I083,,I083,243
I072,LMP,M,I088,I088,,M I088,243
I072,LMC,M,I098,I098,I088,M I098 I088,243
I072,LMC,,I340,I341,I081,I340 - I341 I081,243
I072,LMC,,I350,I359,I082,I350 - I359 I082,243
I079,LMC,,I050,I059,I081,I050 - I059 I081,243
I079,LMC,,I060,I069,I082,I060 - I069 I082,243
I079,SMP,,I070,I078,,I070 - I078,243
I079,DSC,,I080,I080,I083,I080 I083,243
I079,LMP,,I081,I082,,I081 - I082,243
I079,SMP,,I083,I083,,I083,243
I079,LMP,M,I088,I088,,M I088,243
I079,LMC,M,I098,I098,I088,M I098 I088,243
I079,LMC,,I340,I341,I081,I340 - I341 I081,243
I079,LMC,,I350,I359,I082,I350 - I359 I082,243
I080,LMC,,I070,I079,I083,I070 - I079 I083,243
I080,SMP,,I083,I083,,I083,243
I080,DSC,M,I098,I098,I088,M I098 I088,243
I081,LMC,,I060,I069,I083,I060 - I069 I083,244
I081,SMP,,I083,I083,,I083,244
I081,DSC,M,I098,I098,I088,M I098 I088,244
I081,LMC,,I350,I359,I083,I350 - I359 I083,244
I082,LMC,,I050,I059,I083,I050 - I059 I083,244
I082,SMP,,I083,I083,,I083,244
I082,DSC,M,I098,I098,I088,M I098 I088,244
I082,LMC,,I340,I341,I083,I340 - I341 I083,244
I083,DSC,M,I098,I098,I088,M I098 I088,244
I089,SMP,,I080,I088,,I080 - I088,244
I090,SMP,M,I050,I089,,M I050 - I089,244
I091,LMP,,I050,I089,,I050 - I089,244
I092,SMP,M,I050,I080,,M I050 - I080,244
I098,SMP,M,I050,I080,,M I050 - I080,244
I098,LMC,M,I050,I083,I088,M I050 - I083 I088,244
I099,LMP,,I050,I089,,I050 - I089,244
I099,SMP,M,I090,I098,,M I090 - I098,244
I099,SDC,,G934,G934,I674,G934 I674,244
I099,LMP,,I110,I150,,I110 - I150,244
I099,LMP,,I200,I229,,I200 - I229,244
I099,LMP,,I241,I259,,I241 - I259,244
I099,SDC,,I420,I420,I119,I420 I119,244
I099,SDC,,I421,I421,I119,I421 I119,244
